Complexity,Loss,Equation
1,0.00050293656387567,"-0.49809323027922314"
3,2.305558239789177e-5,"(-0.09106611168091797 - x43)"
5,1.4552202921720445e-5,"((0.1813621208061472 / x37) + -0.9449679533024854)"
7,1.4898459604323336e-6,"((x11 * 0.03659725344349471) - (x43 - -0.07492857469532796))"
9,1.420067720517031e-6,"((((x8 - x39) * 0.020994546922294677) - x37) + -0.07556582822526293)"
11,1.235882389587623e-6,"((((x11 * x40) / x1) * 0.03674491202654933) - (x40 - -0.07497134513494794))"
